id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built
203600600,685530,4,3,3130,60467,2,0,3,9,3130,1996
2021069059,254600,3,2,1470,20000,1,0,4,7,1470,1968
7227501645,230000,3,2,1440,5600,1,0,4,6,720,1942
4310702787,335000,3,3,1430,1249,3,0,3,8,1430,2003
1494300110,550000,4,3,2170,9600,1,0,3,7,1460,1980
1950900245,123300,3,1,1150,8050,2,0,4,7,1150,1956
3512100110,275436,4,3,2170,9658,2,0,3,7,2170,1966
8732750100,325000,4,4,2630,3435,2,3,3,7,1640,1984
1332000110,635000,4,3,2490,40608,2,0,3,9,2490,1997
2768100690,513000,3,2,1710,5000,1,0,4,7,1110,1944
7525410090,580000,4,3,2130,35752,1,0,3,8,1490,1980
9558800025,225000,3,1,940,9272,1,0,3,7,940,1954
2788400315,265000,3,1,1400,9460,1,0,3,7,1060,1961
7128300855,313000,4,2,1630,3000,1,0,3,7,930,1978
7655900038,296000,2,1,1370,8400,1,0,3,7,1370,1948
7923500090,655500,4,3,2380,15800,1,0,3,8,1680,1957
3339900096,250750,5,2,2140,12058,1,0,4,8,2140,1951
5214500690,438000,4,3,1970,8545,2,0,3,8,1970,2004
4045900147,590000,3,3,2550,54014,2,0,4,8,1980,1967
6450302900,329500,3,1,1080,5250,1,0,4,7,1080,1947
2597460090,1195000,3,2,3070,9645,2,0,3,10,2110,1987
2770601595,415000,2,1,1470,6000,1,0,3,6,900,1944
4188000490,900000,4,3,3620,42580,2,0,3,10,3620,1984
1324079085,378000,3,2,1050,57499,1,0,3,7,1050,1975
1720069006,474000,2,1,1050,403365,1,3,5,6,1050,1905
1947300115,464000,3,1,1320,3625,2,0,3,7,1320,1900
5490700100,310000,3,1,1210,7649,1,0,4,7,1210,1956
7278100690,580000,3,2,1860,7190,2,1,5,7,1860,1952
2322029048,999000,3,3,2830,505166,1,3,4,8,1830,1962
6821102100,510000,2,1,810,6480,1,0,5,6,810,1942
3176100110,650000,3,2,1630,7475,1,1,3,7,1160,1940
2188200785,196000,3,1,880,19600,1,0,4,7,880,1978
1446801030,220000,4,2,1660,11664,1,0,3,6,1010,1952
8965520100,855000,3,2,3440,10628,2,2,3,10,3440,1985
3649100586,483000,3,2,2110,10454,1,0,4,8,1440,1978
7283900153,400000,3,1,1060,12000,1,0,3,7,1060,1952
1036100100,435000,3,3,1900,7984,2,0,3,8,1900,1993
3278602670,219500,1,1,820,1060,1,0,3,8,760,2007
3625049014,2950000,4,4,4860,23885,2,0,3,12,4860,1996
7276100165,427000,3,3,2050,3218,3,0,3,7,2050,2008
9136103130,430000,2,2,1090,4013,2,0,3,7,1090,1900
9136103130,685000,2,2,1090,4013,2,0,3,7,1090,1900
1193000025,495000,2,2,1920,6250,1,0,3,7,1060,1937
2744000100,299950,3,3,1870,7942,2,0,3,7,1870,1990
3744600028,390000,4,2,2690,46609,2,0,3,7,2690,1940
3679400025,385000,3,2,2160,5863,2,0,4,7,1260,1928
9545260100,740000,4,3,3000,10392,2,0,3,9,3000,1995
375000165,991700,4,3,2290,2350,2,1,3,9,1610,1924
4003000053,765000,3,3,2250,9600,3,0,4,9,1830,1909
7855600820,802000,4,2,2130,8734,2,2,4,8,2130,1961
3860400100,950000,4,3,2500,20000,1,0,4,8,1700,1969
121059147,392000,4,3,2300,41167,2,0,3,7,2300,1988
825079019,590000,3,3,3360,218235,1,0,3,8,3360,1989
123039313,425000,4,3,1920,9000,2,0,2,7,1920,1989
7784000110,765000,5,2,2440,15143,2,4,4,8,1740,1944
8835220090,313500,3,2,1440,3488,2,0,4,7,1440,1983
6381501636,320000,3,1,1780,6840,2,0,4,6,1780,1947
1370804446,604000,4,2,1490,4485,1,0,3,8,1350,1960
9828701871,570000,3,2,1400,1657,2,0,3,8,1060,2004
3396200090,639000,4,3,2150,12028,2,0,4,8,2150,1982
1463400047,335000,4,2,1910,10200,1,0,4,7,1910,1963
8825900855,896000,4,2,2660,3520,2,0,4,8,2080,1917
7147600245,259500,3,2,1650,12349,1,0,3,7,1650,1957
5071400485,637000,3,2,1980,6000,1,0,4,7,1380,1958
8732040090,307450,4,3,2690,8874,1,0,3,8,1370,1980
8082400100,535000,3,2,1380,3561,1,0,4,7,860,1925
546000930,669500,4,2,2500,4046,2,0,4,7,1520,1940
1665400025,259000,3,2,1590,7148,1,0,3,7,1590,1952
9187200245,441000,4,2,1100,3300,1,0,1,7,1100,1919
2123700015,228800,4,3,1470,1612,2,0,3,7,980,2003
8682291730,530000,2,2,1680,4950,1,0,3,8,1680,2006
5318100504,524000,2,2,1450,2272,1,0,4,6,750,1924
9297800165,430000,4,2,2020,4840,2,0,5,8,1200,1925
1342300265,1325000,4,3,2470,4760,2,0,5,9,1890,1906
2212901130,210000,3,1,1230,12201,1,0,3,7,1230,1969
8122100690,449000,4,3,1850,5040,1,0,3,7,1230,1930
148000375,945000,2,3,2540,7089,2,0,3,9,2540,2004
3423049209,200450,3,1,970,9130,1,0,3,6,970,1957
16000015,219950,3,2,1070,6601,1,0,3,6,1070,1985
4035900015,659500,4,3,2620,18362,1,0,4,8,1870,1956
8563010300,746000,4,3,2110,8190,2,0,5,8,2110,1966
3396200300,540000,3,2,2110,7129,1,0,3,8,1280,1982
2291401425,485000,5,2,1910,5508,1,0,3,7,1020,1968
7454000110,202000,2,1,670,7844,1,0,3,6,670,1942
3377900195,2525000,4,6,6930,45100,1,0,4,11,4310,1950
3824100082,502000,3,3,2010,11200,1,0,3,8,1360,1979
3751604169,279000,2,3,1770,10534,1,0,3,8,1210,2003
6431500283,409500,3,1,1340,4120,1,0,4,7,1040,1921
6647400090,453000,3,2,1660,15050,1,0,3,7,1260,1983
7387500195,367000,4,1,1820,5500,2,0,3,6,1820,1947
3342101785,550000,3,3,2510,5400,2,0,3,9,2510,1992
9320600090,273500,3,2,1560,8314,1,0,3,7,1560,1962
8901001185,505000,4,3,2280,7400,1,0,3,7,1340,1978
825069097,770000,3,3,2650,40705,2,0,3,9,2650,1994
7745000090,565000,4,2,2470,7447,2,0,3,8,2470,1984
1771110090,316000,3,1,1270,10092,1,0,5,7,1270,1971
7888100090,160000,4,1,1520,7298,2,0,3,7,1520,1960
5083000375,170000,3,1,1310,9529,1,0,3,7,1310,1956
5083000375,235000,3,1,1310,9529,1,0,3,7,1310,1956
1329000090,1799000,4,4,3930,39098,2,0,3,12,3930,1999
8143000600,310000,3,1,990,7050,1,0,3,7,990,1967
2144800215,285000,4,2,2080,13629,1,0,4,7,1040,1955
9268200658,280000,2,1,960,4920,1,0,3,6,960,1942
5452301785,2298000,4,4,4070,13860,2,3,3,10,4070,2004
1137500090,763776,4,3,2750,16139,2,0,3,9,2750,1989
6117500025,530000,5,3,3230,13572,1,2,3,8,1880,1965
2326079039,362000,1,1,890,211576,2,0,3,7,890,1996
7595700025,430000,2,1,990,4920,1,0,3,6,990,1931
4443800110,456500,3,1,1290,3880,2,0,4,7,1290,1919
5101405265,445000,4,3,2170,5257,2,0,3,7,2170,1989
9206200110,386900,3,1,1330,10500,1,0,3,7,960,1963
2205700405,479000,3,1,1340,13750,1,0,4,7,1340,1955
7852020300,525000,3,3,2200,4544,2,0,3,8,2200,2000
5559200051,272000,4,2,2520,10890,1,0,3,7,1260,1979
2826049165,517000,4,1,1180,13500,2,0,3,7,1180,1950
2675600028,615000,3,2,2660,7800,1,0,4,8,1330,1951
259801110,439000,3,2,1250,7030,1,0,3,7,1250,1965
1150001270,716000,3,3,2270,7866,1,0,4,10,2270,1988
7130300690,308000,2,1,1080,6250,1,2,4,7,1080,1942
2652500015,800000,3,2,1620,4500,2,0,4,8,1620,1926
3693901801,575000,3,2,940,5000,1,0,3,7,880,1941
8092501240,219950,3,2,1620,9310,1,0,4,7,1620,1967
9552701030,770000,4,3,2350,8001,2,0,4,8,2350,1987
9477101280,424950,3,2,2090,7505,1,0,3,7,2090,1967
7462900015,387000,3,2,1760,45133,2,0,3,7,1760,1984
6744700302,790000,4,2,2050,10920,1,3,3,8,1450,1974
3163600015,156000,2,1,600,4000,1,0,3,5,600,1933
6896300375,580000,2,1,2540,7000,1,0,5,8,1320,1942
7419700015,490000,4,2,2090,10869,2,0,3,8,2090,1970
4473400195,950000,5,3,2700,3650,2,2,3,9,2070,1926
9358001566,400000,2,3,1410,1281,2,0,3,8,1090,2008
6145600900,325000,2,3,1170,1638,2,0,3,8,1170,2008
1865000110,365000,4,3,2540,6688,2,0,3,9,2540,2002
8698100115,255000,3,2,2190,6000,2,0,4,7,2190,1920
1454600038,985000,5,4,3890,13261,2,1,3,9,2870,1984
5652601425,595000,4,3,2030,10722,1,0,3,7,1100,1967
6381500690,427500,3,1,1350,7085,1,0,5,7,1350,1944
1778500015,728000,3,2,1940,4000,2,0,3,8,1310,1915
6021500245,549950,2,1,1260,4000,1,0,3,7,1000,1940
2926049382,650000,3,2,2800,10501,1,0,3,7,1400,1954
1692900110,1125000,5,3,3080,13394,1,2,4,9,2230,1968
8651401270,203000,3,1,840,6500,1,0,5,6,840,1969
3332500265,311000,2,1,860,3300,1,0,5,6,860,1903
4027700853,387500,6,2,2400,7684,1,0,3,6,1200,1932
7301300215,370000,4,2,1640,7200,1,0,3,7,1640,1963
7663700792,228000,2,1,1060,6100,1,0,3,6,1060,1951
2919702235,740000,2,2,2080,4800,1,0,5,7,1080,1923
5476200123,200000,4,2,2090,6630,1,0,3,7,1070,1974
3797002585,660000,3,1,1240,3500,1,0,4,7,1240,1927
8864000735,275000,4,2,2030,8426,2,0,3,7,2030,1944
1193000115,708000,2,1,1120,5250,1,0,3,7,950,1938
7334501240,280000,3,3,1270,9675,2,0,3,8,1270,1993
7885801460,325000,4,3,2260,5702,2,0,3,8,2260,2002
1823099076,495000,3,3,1780,47480,2,0,3,7,1780,1995
8900000110,691000,2,2,1780,3810,2,0,3,7,980,1922
251620110,2288000,4,3,4080,18362,2,2,4,11,4080,1983
221049191,329500,3,3,2120,22482,1,0,5,7,1360,1979
9264950940,348000,3,3,2060,7458,2,0,3,9,2060,1989
8820902540,425000,2,1,1670,6212,1,0,4,7,1670,1947
3438500625,210000,3,1,1080,21043,1,0,3,6,1080,1942
7452500315,285000,2,1,1210,4895,1,0,3,6,710,1951
8945200750,222000,3,1,990,8840,1,0,3,6,990,1966
2599001240,200000,4,3,1720,9600,1,0,3,7,1120,1961
5360200054,247500,3,2,1530,8749,1,0,3,7,1530,1995
622069006,1500000,4,6,6550,217374,1,0,3,11,5400,2006
84000245,190000,3,2,1100,9452,1,0,3,6,1100,1942
5605000590,975000,4,3,3020,4950,2,0,4,9,2020,1921
6613000015,1130000,4,3,3180,4649,2,0,4,9,2070,1925
5151600195,283200,4,2,1830,12540,1,0,4,8,1130,1958
7308900490,650000,3,3,2540,8073,1,0,4,8,1880,1937
2222900082,449500,3,2,1770,6610,1,0,4,7,960,1954
3574801720,400000,3,2,1470,6682,1,0,3,7,1470,1987
1721801591,89950,1,1,570,4080,1,0,3,5,570,1942
2641800015,158800,3,1,960,8291,1,0,3,6,960,1950
7625703885,870000,4,3,2940,7108,2,1,3,9,2220,2011
3751600176,196000,3,2,1000,18568,1,0,3,6,1000,1989
5035300750,850000,3,2,2450,8603,1,0,5,8,1340,1940
9510970300,775000,4,3,3310,5101,2,0,3,9,3310,2005
9286100300,483500,3,3,1670,4308,2,0,3,8,1670,2001
4047200850,387000,3,2,1620,21929,2,0,3,7,1620,1990
4019300195,900000,3,3,2990,30869,2,0,3,10,2990,1951
7891600590,336000,3,2,1240,5000,1,2,3,7,1240,1964
5249802424,415000,2,1,670,6000,1,0,5,6,670,1949
3918400017,380000,0,0,1470,979,3,2,3,8,1470,2006
9209900315,350000,3,2,1320,4400,1,0,3,6,1320,1909
7237500590,1320000,4,5,6110,10369,2,0,3,11,6110,2005
3271800850,765000,3,2,2440,5800,1,3,4,8,1320,1945
1023059511,527000,4,3,2900,6736,2,0,3,8,2900,2013
4109600195,524000,4,3,2310,5000,2,0,5,8,1480,1908
5100401468,448000,2,1,1110,5413,1,0,3,6,890,1937
1926069137,775000,4,3,4100,241322,2,0,3,9,2500,1981
3828000405,176500,3,1,930,9900,2,0,4,5,930,1910
7773800015,750000,4,2,2420,11120,1,2,4,8,1620,1952
1084000107,1265000,4,2,2870,6000,1,0,5,8,1730,1951
7832800015,250000,3,1,1480,6750,1,0,3,7,1480,1958
9829200590,759000,3,3,1960,6390,2,2,5,8,1960,1900
8127700820,640000,3,2,1470,4640,2,0,4,7,1470,1926
9547202265,990000,3,3,2460,4182,2,0,5,8,2100,1910
7663700261,395000,4,2,1960,7945,1,0,4,7,980,1946
1445200110,275000,2,2,1160,1103,2,0,3,7,890,2006
1023059313,390000,3,3,1910,4755,2,0,3,8,1910,1997
170000215,752500,5,3,2720,4680,2,0,4,8,1710,1913
7550801220,450000,2,1,1020,5000,2,0,4,6,1020,1906
7518501390,473000,2,1,900,5100,1,0,4,7,900,1909
9407102460,178500,3,2,1120,10450,1,0,3,7,1120,1973
8567300110,485000,3,3,2340,59058,1,0,3,8,2340,1985
5029450110,215000,3,2,1410,8415,1,0,4,7,780,1982
7915100490,589000,4,2,1920,4862,1,0,5,7,1060,1919
114101500,325000,4,2,1370,9993,1,0,3,6,1370,1918
9274201807,580000,3,3,1590,1937,3,0,3,8,1590,2004
7893206095,181100,4,2,1850,7500,1,0,3,7,1850,1954
2770602265,345000,3,2,1430,4200,1,0,4,7,830,1908
5418200245,781000,3,2,1940,8729,1,0,3,8,1460,1960
7228502150,402500,4,1,1270,3630,2,0,3,7,1270,1903
7972601030,426000,3,2,1380,7200,1,0,3,7,1080,1948
7853270940,389000,3,3,1720,4515,2,0,3,7,1720,2005
5561401220,670000,6,3,4050,36171,2,0,4,8,2620,1970
1336800015,1506000,4,3,3660,5800,3,0,3,10,3360,1909
8944750850,288400,3,2,1870,3230,2,0,3,7,1870,1997
3362400590,700000,4,2,2230,4635,2,0,5,7,1510,1908
6821100195,830000,4,3,2020,6000,1,0,3,8,1220,1968
1827200265,1899000,2,3,3690,32044,2,4,3,12,3690,1989
5100401429,350500,2,1,1450,6380,1,0,3,7,1450,1967
6116500028,431000,3,2,1630,9000,1,0,4,7,1630,1956
2759800110,485000,3,3,1840,8250,1,1,3,8,1340,1958
579000096,780000,3,2,1620,7500,1,2,4,8,1620,1949
9169600096,720000,2,2,1840,9000,1,2,3,8,1340,1957
1226059112,415000,3,1,1360,73616,1,0,3,7,1360,1971
6021503830,480000,4,1,2080,5500,1,0,3,7,1040,1941
3824100291,452250,4,2,2550,10000,1,0,4,7,1560,1979
9264921030,316000,3,3,2550,8170,2,0,3,8,2550,1985
8073000495,700000,2,1,1160,17635,1,4,3,6,1160,1945
7129304105,285000,4,2,1760,5500,1,1,3,7,780,1925
525049085,575000,3,2,1720,4050,1,0,5,7,860,1906
6117500785,590000,3,2,2300,12430,1,2,4,8,1580,1960
6115400008,587500,4,2,2500,20868,1,2,3,8,1600,1956
4024101545,364000,4,2,1750,10270,2,0,4,8,1750,1968
8651511220,490000,3,3,1890,10190,2,0,3,8,1890,1986
5561301280,410000,3,2,1800,36704,1,0,4,8,1360,1978
3629800100,520000,3,3,2160,4297,2,0,3,9,2160,1999
6141100750,389000,3,1,1380,6591,1,0,4,7,1380,1947
2770605065,450000,2,1,1180,6000,1,0,3,7,1180,1910
2517100490,325000,3,3,2550,4240,2,0,3,7,2550,2006
4083801785,660000,2,1,1070,5000,1,0,3,7,1070,1924
4318200405,850000,3,2,2870,8170,2,0,3,10,2250,1995
2329810590,285000,3,3,1940,9874,2,0,3,7,1940,1990
2768301214,395000,2,1,870,3121,1,0,4,7,870,1923
1931301105,440000,3,2,1550,2401,2,0,3,7,1550,1996
3343903640,249000,3,2,1400,5648,2,0,5,6,1400,1917
8813400245,635000,3,2,1210,4400,2,0,4,8,1210,1930
3521049048,515000,3,3,3430,48993,2,0,3,9,3430,2001
1118001645,1400000,3,3,3020,6073,2,0,4,9,3020,1954
2968801105,200000,2,1,950,8100,1,0,3,6,950,1955
3524039209,1135000,4,3,3370,8103,1,3,3,9,1970,1970
952003480,445000,4,1,1460,4600,1,2,3,6,780,1946
2877102670,555000,3,2,1740,4200,2,0,4,7,1640,1920
5014000100,537000,4,2,1720,6413,1,0,4,7,860,1950
7399301050,315000,3,2,1480,7500,1,0,4,7,1480,1968
6979940100,805000,5,3,3320,7266,2,0,3,9,3320,2000
8731982840,414000,4,3,3490,9030,2,0,4,8,3490,1969
6909200037,375000,2,2,1160,1648,2,0,3,7,1160,2002
1160000115,401000,4,2,3010,12523,1,0,3,8,1780,1952
7893207665,210000,3,1,1030,4583,1,0,3,7,1030,1967
8024201270,365000,2,1,980,5110,1,0,4,7,780,1939
3800008,178000,5,2,1990,18200,1,0,3,7,1990,1960
6788200931,710000,2,1,1790,4000,1,0,4,7,1040,1923
723049596,255000,2,1,810,7980,1,0,1,6,810,1928
7214711270,528000,5,2,2940,38009,1,0,3,8,1700,1977
4136980090,537000,4,4,4883,26040,2,3,3,10,3859,2006
9278200131,442000,4,2,1360,6110,1,0,3,7,1010,1955
4046600750,375000,3,2,1370,19550,1,0,3,7,1370,1978
9510970090,637250,4,3,2120,3220,2,0,3,9,2120,2005
2594200375,427500,3,2,1240,7200,1,0,5,7,1240,1942
1125069064,700000,4,3,2770,89298,2,0,3,8,2770,2004
117000100,680000,3,2,1660,5750,1,0,4,7,1080,1909
9212900820,393820,2,2,1170,8251,1,0,3,7,1170,1941
3959400855,525000,4,3,2470,7200,1,0,5,7,1350,1940
2028700265,505000,2,2,1310,3816,1,0,2,7,1110,1929
3041700090,555565,3,2,1670,11337,1,1,4,7,1670,1959
868001295,650000,3,2,1660,10819,1,0,4,7,1240,1942
7853270740,632500,5,3,3500,7254,2,0,3,8,2760,2005
5416500090,269000,3,3,1440,3800,2,0,3,7,1440,2005
3574801110,405000,4,3,2360,7716,1,0,3,7,1390,1978
624110930,845000,3,4,3460,15745,2,0,3,10,3460,1986
5335700110,234000,3,1,1750,8820,1,0,4,7,1750,1961
1176000964,638000,4,2,1470,4236,2,0,4,7,1470,1946
7334602070,290000,3,2,1710,10950,1,0,3,7,1060,1967
2420069251,262000,1,1,520,12981,1,0,5,3,520,1920
7885800740,270000,4,3,2350,5835,2,0,3,8,2350,2003
8082400076,875000,4,2,2380,4876,2,0,4,9,2240,1948
1310980110,299000,3,2,1920,7840,2,0,4,8,1920,1982
2354300740,551000,3,1,1580,6000,1,0,5,7,1580,1947
3023049236,350000,3,3,3070,5280,2,1,3,7,2360,1950
9808700405,1901000,3,3,2660,13367,2,2,3,10,2660,1992
2877102345,511718,2,2,1700,5000,1,0,3,6,850,1915
1924069058,965000,4,3,5010,49222,2,0,5,9,3710,1978
9269260100,475000,4,2,2680,4673,2,0,3,7,2680,1999
2877104265,1062000,4,3,2720,4000,2,2,5,8,1840,1928
3123039089,252000,2,1,940,15450,1,0,4,6,940,1926
8576400110,580000,6,3,3596,13700,1,0,5,8,1798,1964
7660600131,374950,2,2,1240,1172,2,0,3,8,1000,2008
2296500131,739000,5,4,4660,9900,2,2,4,9,2600,1979
1761300850,271000,4,2,1710,7200,1,0,5,7,910,1975
6083000037,230000,2,1,930,7550,1,0,3,6,930,1986
5259800090,210000,3,2,1430,9150,1,0,3,7,1070,1984
2968801366,350000,3,3,1650,5700,2,0,4,7,1650,1988
2126059172,491500,3,2,1560,12000,1,0,4,7,1110,1968
7334501250,325000,3,3,1870,9825,1,0,4,7,1250,1994
1545805490,190000,3,2,1320,7625,1,0,3,7,1320,1987
7518500855,658600,4,2,1400,4690,2,0,4,7,1400,1945
4171200025,299950,3,2,1940,8951,1,0,3,7,1300,1958
9818700215,464000,5,2,2000,3000,2,0,3,6,1200,1931
798000535,308000,3,1,1640,18144,2,0,3,6,1640,1942
3900100265,625000,3,1,1020,7650,1,0,3,6,1020,1919
1951100110,240000,3,2,1630,9450,1,0,4,7,1080,1977
7215420590,530000,4,3,2940,35996,2,0,3,9,2940,1995
3343301910,1000000,5,5,2120,8944,2,4,5,8,2120,1939
9828702095,439000,1,1,790,2400,1,0,3,7,790,1918
2917200645,575000,4,2,2020,6200,1,0,4,6,1010,1948
6163900501,418000,3,2,1530,7238,1,0,3,7,1530,1959
540100057,1208000,4,4,3250,10949,2,0,4,9,2940,1930
2652500300,1100000,4,4,2930,3200,2,0,5,9,2130,1925
1330300300,1900000,3,4,3150,8550,2,0,3,10,3150,2007
1137301780,580000,3,3,2180,40278,2,0,3,9,2180,1985
9842300485,380000,2,1,1040,7372,1,0,5,7,840,1939
7224000315,256000,3,1,880,5375,1,0,4,5,880,1924
6161000015,349950,3,1,1400,7066,1,0,3,8,1400,1957
5207200195,691500,4,3,2600,7200,2,0,3,7,2600,1962
9191201790,556000,3,2,1590,2500,2,0,4,7,1190,1908
8731902680,218000,3,2,1610,7084,1,0,4,8,1280,1968
9448300115,425000,4,2,1390,4500,2,0,5,7,1390,1908
4045500625,935000,3,3,3710,38509,2,0,3,10,3710,1998
5603700025,732000,4,2,2360,11300,1,0,4,9,2360,1974
1266200015,805500,3,1,1440,10330,1,0,4,7,1440,1952
952003350,507250,3,2,1400,5750,1,2,3,6,1100,1915
2386000300,800000,4,3,4600,67369,2,0,3,10,4600,1990
3625059143,600000,3,2,2100,8276,2,1,4,8,2100,1979
8651500850,627800,4,2,2010,12044,1,0,3,9,2010,1982
3359500110,660000,2,2,2550,6000,2,0,5,7,1860,1902
818500490,153503,2,3,1240,3649,2,0,3,7,1240,1986
3876311390,456500,3,2,2090,9163,1,0,3,7,1460,1975
8085400490,1306000,5,3,2770,8100,2,0,3,9,2770,2002
2355010090,843500,3,3,3560,11448,2,0,3,11,3560,1997
9550200265,625000,3,1,1240,4080,1,0,3,7,1240,1925
8818400490,527000,2,2,1640,4080,1,0,3,7,840,1921
8964800025,1965000,5,4,3940,13738,2,3,4,9,3940,1951
2125059112,1003000,5,3,3150,50094,2,0,4,9,3150,1969
2028700535,855000,4,3,2550,5300,2,0,3,8,1720,1908
4309710100,725000,4,3,3940,27591,2,3,3,9,3440,2000
4364700805,315000,1,1,580,7200,1,0,3,6,580,2000
3356407665,180000,3,2,1330,16000,1,0,3,7,1330,1978
9238900855,700000,2,1,930,5000,1,3,3,7,930,1926
1086100100,476500,3,1,1060,8625,2,0,4,7,1060,1962
6121000110,193000,3,2,1180,9048,1,0,3,7,1180,1960
8700100100,295000,4,3,1850,6663,2,0,3,7,1850,1990
9417400215,363000,2,1,820,4880,1,0,4,6,820,1925
7701961030,875000,4,3,3600,21794,2,0,4,11,3600,1990
2149800148,257200,3,2,1850,8250,1,0,4,7,1150,1952
686450490,555000,3,2,2240,11250,1,0,3,8,2240,1968
9413400165,380000,3,2,1860,15559,2,0,4,7,1860,1963
104550690,282000,4,3,2390,7330,2,0,3,7,2390,1989
1995200245,545000,4,3,2040,6034,2,0,3,7,2040,1990
7409700215,550000,3,2,1900,5000,2,0,3,7,1640,1926
7409700215,921500,3,2,1900,5000,2,0,3,7,1640,1926
1337800855,885000,3,2,2200,2880,2,0,5,7,1440,1904
7015200615,820000,4,2,2280,6660,2,2,3,8,1960,1940
8805400090,289000,3,1,1090,7315,1,0,5,6,1090,1981
2391602350,334000,1,1,670,5750,1,0,3,7,670,1942
844001140,206000,3,1,1050,5233,1,0,5,5,1050,1906
5210200131,491950,3,2,2090,10733,1,0,3,7,1440,1958
6893300110,430000,3,3,2030,7770,2,0,3,8,2030,2003
1796351080,208000,3,2,1250,7995,1,0,4,7,1250,1980
1938400300,245000,4,2,2600,6390,1,0,3,8,1390,1978
2877101340,426000,2,1,640,2500,1,0,4,6,640,1918
6084200100,400000,3,3,2120,3742,2,0,3,7,2120,2006
7977201910,553000,3,1,1330,5100,1,0,3,7,900,1942
6638900115,296000,2,1,750,4680,1,0,3,5,750,1948
2587920110,428000,3,3,2230,32660,1,0,4,8,2230,1977
3438500714,325000,4,3,1890,6156,1,0,3,7,980,1980
726049184,294000,2,1,820,6366,1,0,5,6,820,1952
2787720300,410000,3,2,1880,8424,1,0,4,7,1380,1977
2821049048,590000,4,4,2360,57514,2,0,4,8,2360,1939
3904901450,445000,3,2,1850,4050,2,0,4,7,1850,1985
9829200495,921000,4,3,2310,5362,2,4,4,8,2010,1928
1523089097,496000,3,2,2520,37616,1,0,3,8,2520,1955
2724200705,95000,2,1,800,8550,1,0,3,7,800,1947
8122600245,359000,4,2,1580,6396,1,0,4,6,790,1945
1323089184,452500,3,3,2430,88426,1,0,4,7,1570,1985
2600300110,555000,4,2,2350,6200,2,0,4,7,1410,1946
9485951030,549900,5,3,3800,42316,2,0,4,9,3800,1984
4021700025,569000,5,3,3670,10583,1,0,5,8,2060,1952
2473250850,318500,4,2,1780,7350,1,0,5,7,900,1974
9828702310,487028,2,2,1295,1093,2,0,3,9,1105,2007
7523700245,240000,3,1,1350,7560,1,0,4,7,950,1959
1765100025,253000,3,2,1440,9806,1,0,3,7,1440,1965
2011400405,380000,5,2,1320,38125,1,0,4,7,1120,1947
3410600015,250000,2,1,700,16828,1,0,4,6,700,1958
3276050110,368500,2,2,2510,19141,2,0,3,9,2510,1977
7792000025,340000,3,1,3180,27586,1,0,3,8,1400,1969
2810600015,400000,2,1,910,4000,1,0,3,7,910,1918
8081900011,835000,3,2,1570,4625,2,0,5,8,1570,1927
104550740,299000,3,3,2450,7062,2,0,3,8,2450,1993
1959701745,1675000,6,2,4910,6600,3,0,5,10,3580,1910
8078520090,265000,3,2,1570,5706,1,0,3,7,1570,1998
6403510090,437500,4,3,2680,7513,2,0,3,8,2680,1998
2326300090,865000,3,2,2090,4725,2,0,3,7,1610,1947
8078380090,626000,3,2,2150,7200,1,0,3,8,2150,1988
7132300042,247300,2,2,1140,1118,2,0,3,7,1040,2009
3861470110,2075000,4,4,4230,20377,2,0,3,11,4230,1997
2734101055,425000,3,1,1790,6000,2,0,2,8,1790,1937
4039701080,905000,5,4,3100,10200,1,4,3,9,1660,1970
464000600,641250,3,3,2220,2550,3,2,3,10,2220,1990
5437400100,675000,4,3,2370,9679,2,0,3,8,2370,1984
1423089055,845000,4,3,4070,115434,2,0,3,9,4070,2002
6713700100,401500,4,1,1790,8400,1,0,4,7,1260,1954
339600110,395000,3,3,1610,3755,2,0,3,7,1610,1987
5021900090,1100000,5,3,2830,18050,1,0,5,7,1630,1958
6099400053,145000,3,1,1010,5490,1,0,3,6,1010,1954
7518508625,900000,3,1,1560,3825,2,0,3,8,1390,1930
8143000490,374500,3,2,1330,8636,1,0,4,7,1330,1968
3260000300,850000,4,2,2330,10451,2,0,4,8,2330,1965
5742600090,490000,3,1,960,5750,1,0,3,7,960,1951
7212650850,304000,3,3,1710,6773,2,0,3,8,1710,1993
9158800090,400000,4,2,2230,7200,1,0,4,7,1300,1963
7820000038,454000,3,2,1700,10000,2,0,3,8,1700,1992
7135300026,160000,2,2,1040,4750,1,0,2,6,850,1950
8562700300,542000,3,2,1070,8030,1,0,3,7,1070,1966
6114400028,403500,5,3,3600,17300,1,0,4,8,2410,1968
3793501130,418000,4,3,2750,8471,2,0,3,7,2750,2003
6052400625,406000,4,2,1920,6000,2,1,3,7,1920,1951
2560805630,242500,3,2,1770,10000,1,0,3,7,1340,1978
9558020600,425000,4,3,2460,5440,2,0,3,9,2460,2003
9136101335,613000,4,2,1550,4815,2,0,3,7,1550,1909
9407101380,189000,3,2,1460,11481,1,0,2,7,1170,1995
8901500178,700000,4,2,2440,9450,2,0,3,7,2440,1947
9551201250,750000,3,1,1640,6516,2,0,4,7,1440,1935
3544400236,494000,2,1,1290,4650,1,0,4,7,1290,1906
7215730090,700000,4,3,3150,7778,2,0,3,9,3150,2000
8682291390,705000,2,3,2305,5580,1,0,3,8,2305,2007
